,ColCode,ColDescr,ColType,DataValue,NoteRef,RowCode,RowDescr,RowType,TableID,Year
1949,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,3919,47,11,"Agriculture, forestry, fishing, and hunting",Commodity,47,2001
1950,F010,Personal consumption expenditures,Industry,85,47,21,Mining,Commodity,47,2001
1951,23,Construction,Industry,9128,47,21,Mining,Commodity,47,2001
1952,81,"Other services, except government",Industry,163,47,21,Mining,Commodity,47,2001
1953,22,Utilities,Industry,63061,47,21,Mining,Commodity,47,2001
1954,21,Mining,Industry,21100,47,21,Mining,Commodity,47,2001
1955,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,391,47,21,Mining,Commodity,47,2001
1956,PROF,Professional and business services,Industry,495,47,21,Mining,Commodity,47,2001
1957,48TW,Transportation and warehousing,Industry,1660,47,21,Mining,Commodity,47,2001
1958,51,Information,Industry,310,47,21,Mining,Commodity,47,2001
1959,TOTCOMOUT,Total Commodity Output,Industry,200507,47,21,Mining,Commodity,47,2001
1960,TOTFU,Total Final Uses (GDP),Industry,-53837,47,21,Mining,Commodity,47,2001
1961,TOTII,Total Intermediate,Industry,254343,47,21,Mining,Commodity,47,2001
1962,F040,Exports of goods and services,Industry,4926,47,21,Mining,Commodity,47,2001
1963,42,Wholesale trade,Industry,18,47,21,Mining,Commodity,47,2001
1964,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,1682,47,21,Mining,Commodity,47,2001
1965,F050,Imports of goods and services,Industry,-96185,47,21,Mining,Commodity,47,2001
1966,31G,Manufacturing,Industry,147263,47,21,Mining,Commodity,47,2001
1967,F030,Change in private inventories,Industry,2506,47,21,Mining,Commodity,47,2001
1968,44RT,Retail trade,Industry,20,47,21,Mining,Commodity,47,2001
1969,F020,Private fixed investment,Industry,34831,47,21,Mining,Commodity,47,2001
1970,G,Government,Industry,7885,47,21,Mining,Commodity,47,2001
1971,11,"Agriculture, forestry, fishing, and hunting",Industry,1057,47,21,Mining,Commodity,47,2001
1972,6,"Educational services, health care, and social assistance",Industry,110,47,21,Mining,Commodity,47,2001
1973,PROF,Professional and business services,Industry,12374,47,22,Utilities,Commodity,47,2001
1974,21,Mining,Industry,9520,47,22,Utilities,Commodity,47,2001
1975,22,Utilities,Industry,4427,47,22,Utilities,Commodity,47,2001
1976,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,24263,47,22,Utilities,Commodity,47,2001
1977,81,"Other services, except government",Industry,5368,47,22,Utilities,Commodity,47,2001
1978,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,65843,47,22,Utilities,Commodity,47,2001
1979,31G,Manufacturing,Industry,94375,47,22,Utilities,Commodity,47,2001
1980,42,Wholesale trade,Industry,7194,47,22,Utilities,Commodity,47,2001
1981,F040,Exports of goods and services,Industry,2268,47,22,Utilities,Commodity,47,2001
1982,48TW,Transportation and warehousing,Industry,4551,47,22,Utilities,Commodity,47,2001
1983,F010,Personal consumption expenditures,Industry,173418,47,22,Utilities,Commodity,47,2001
1984,23,Construction,Industry,6235,47,22,Utilities,Commodity,47,2001
1985,F050,Imports of goods and services,Industry,-2825,47,22,Utilities,Commodity,47,2001
1986,44RT,Retail trade,Industry,19467,47,22,Utilities,Commodity,47,2001
1987,51,Information,Industry,10275,47,22,Utilities,Commodity,47,2001
1988,TOTII,Total Intermediate,Industry,326778,47,22,Utilities,Commodity,47,2001
1989,TOTFU,Total Final Uses (GDP),Industry,172861,47,22,Utilities,Commodity,47,2001
1990,TOTCOMOUT,Total Commodity Output,Industry,499639,47,22,Utilities,Commodity,47,2001
1991,11,"Agriculture, forestry, fishing, and hunting",Industry,9851,47,22,Utilities,Commodity,47,2001
1992,G,Government,Industry,26025,47,22,Utilities,Commodity,47,2001
1993,6,"Educational services, health care, and social assistance",Industry,27011,47,22,Utilities,Commodity,47,2001
1994,81,"Other services, except government",Industry,2825,47,23,Construction,Commodity,47,2001
1995,23,Construction,Industry,606,47,23,Construction,Commodity,47,2001
1996,22,Utilities,Industry,4967,47,23,Construction,Commodity,47,2001
1997,21,Mining,Industry,2974,47,23,Construction,Commodity,47,2001
1998,51,Information,Industry,4571,47,23,Construction,Commodity,47,2001
1999,TOTCOMOUT,Total Commodity Output,Industry,1019694,47,23,Construction,Commodity,47,2001
2000,TOTII,Total Intermediate,Industry,126488,47,23,Construction,Commodity,47,2001
2001,TOTFU,Total Final Uses (GDP),Industry,893207,47,23,Construction,Commodity,47,2001
2002,F040,Exports of goods and services,Industry,85,47,23,Construction,Commodity,47,2001
2003,42,Wholesale trade,Industry,746,47,23,Construction,Commodity,47,2001
2004,48TW,Transportation and warehousing,Industry,2936,47,23,Construction,Commodity,47,2001
2005,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,46718,47,23,Construction,Commodity,47,2001
2006,F100,Government consumption expenditures and gross investment,Industry,205539,47,23,Construction,Commodity,47,2001
2007,31G,Manufacturing,Industry,12995,47,23,Construction,Commodity,47,2001
2008,F020,Private fixed investment,Industry,687583,47,23,Construction,Commodity,47,2001
2009,44RT,Retail trade,Industry,2278,47,23,Construction,Commodity,47,2001
2010,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,3037,47,23,Construction,Commodity,47,2001
2011,PROF,Professional and business services,Industry,4078,47,23,Construction,Commodity,47,2001
2012,11,"Agriculture, forestry, fishing, and hunting",Industry,1420,47,23,Construction,Commodity,47,2001
2013,G,Government,Industry,34591,47,23,Construction,Commodity,47,2001
2014,6,"Educational services, health care, and social assistance",Industry,1747,47,23,Construction,Commodity,47,2001
2015,PROF,Professional and business services,Industry,74430,47,31G,Manufacturing,Commodity,47,2001
2016,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,92369,47,31G,Manufacturing,Commodity,47,2001
2017,21,Mining,Industry,20381,47,31G,Manufacturing,Commodity,47,2001
2018,23,Construction,Industry,252750,47,31G,Manufacturing,Commodity,47,2001
2019,81,"Other services, except government",Industry,40729,47,31G,Manufacturing,Commodity,47,2001
2020,22,Utilities,Industry,23658,47,31G,Manufacturing,Commodity,47,2001
2021,F010,Personal consumption expenditures,Industry,1231609,47,31G,Manufacturing,Commodity,47,2001
2022,42,Wholesale trade,Industry,30098,47,31G,Manufacturing,Commodity,47,2001
2023,F040,Exports of goods and services,Industry,529973,47,31G,Manufacturing,Commodity,47,2001
2024,TOTII,Total Intermediate,Industry,2442497,47,31G,Manufacturing,Commodity,47,2001
2025,TOTFU,Total Final Uses (GDP),Industry,1423378,47,31G,Manufacturing,Commodity,47,2001
2026,TOTCOMOUT,Total Commodity Output,Industry,3865874,47,31G,Manufacturing,Commodity,47,2001
2027,51,Information,Industry,60276,47,31G,Manufacturing,Commodity,47,2001
2028,48TW,Transportation and warehousing,Industry,56246,47,31G,Manufacturing,Commodity,47,2001
2029,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,32967,47,31G,Manufacturing,Commodity,47,2001
2030,F030,Change in private inventories,Industry,-36279,47,31G,Manufacturing,Commodity,47,2001
2031,44RT,Retail trade,Industry,26944,47,31G,Manufacturing,Commodity,47,2001
2032,F020,Private fixed investment,Industry,615236,47,31G,Manufacturing,Commodity,47,2001
2033,31G,Manufacturing,Industry,1385840,47,31G,Manufacturing,Commodity,47,2001
2034,F100,Government consumption expenditures and gross investment,Industry,80219,47,31G,Manufacturing,Commodity,47,2001
2035,F050,Imports of goods and services,Industry,-997381,47,31G,Manufacturing,Commodity,47,2001
2036,6,"Educational services, health care, and social assistance",Industry,113079,47,31G,Manufacturing,Commodity,47,2001
2037,11,"Agriculture, forestry, fishing, and hunting",Industry,40830,47,31G,Manufacturing,Commodity,47,2001
2038,G,Government,Industry,191900,47,31G,Manufacturing,Commodity,47,2001
2039,22,Utilities,Industry,9098,47,42,Wholesale trade,Commodity,47,2001
2040,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,12930,47,42,Wholesale trade,Commodity,47,2001
2041,81,"Other services, except government",Industry,5728,47,42,Wholesale trade,Commodity,47,2001
2042,21,Mining,Industry,3619,47,42,Wholesale trade,Commodity,47,2001
2043,PROF,Professional and business services,Industry,11401,47,42,Wholesale trade,Commodity,47,2001
2044,11,"Agriculture, forestry, fishing, and hunting",Industry,14802,47,42,Wholesale trade,Commodity,47,2001
2045,48TW,Transportation and warehousing,Industry,12895,47,42,Wholesale trade,Commodity,47,2001
2046,F030,Change in private inventories,Industry,-2054,47,42,Wholesale trade,Commodity,47,2001
2047,F040,Exports of goods and services,Industry,69635,47,42,Wholesale trade,Commodity,47,2001
2048,31G,Manufacturing,Industry,189371,47,42,Wholesale trade,Commodity,47,2001
2049,42,Wholesale trade,Industry,22558,47,42,Wholesale trade,Commodity,47,2001
2050,F050,Imports of goods and services,Industry,20636,47,42,Wholesale trade,Commodity,47,2001
2051,44RT,Retail trade,Industry,9311,47,42,Wholesale trade,Commodity,47,2001
2052,F100,Government consumption expenditures and gross investment,Industry,9100,47,42,Wholesale trade,Commodity,47,2001
2053,23,Construction,Industry,33124,47,42,Wholesale trade,Commodity,47,2001
2054,F010,Personal consumption expenditures,Industry,266796,47,42,Wholesale trade,Commodity,47,2001
2055,F020,Private fixed investment,Industry,93791,47,42,Wholesale trade,Commodity,47,2001
2056,G,Government,Industry,24249,47,42,Wholesale trade,Commodity,47,2001
2057,TOTII,Total Intermediate,Industry,391691,47,42,Wholesale trade,Commodity,47,2001
2058,TOTFU,Total Final Uses (GDP),Industry,457904,47,42,Wholesale trade,Commodity,47,2001
2059,51,Information,Industry,11520,47,42,Wholesale trade,Commodity,47,2001
2060,TOTCOMOUT,Total Commodity Output,Industry,849595,47,42,Wholesale trade,Commodity,47,2001
2061,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,10457,47,42,Wholesale trade,Commodity,47,2001
2062,6,"Educational services, health care, and social assistance",Industry,20630,47,42,Wholesale trade,Commodity,47,2001
2063,PROF,Professional and business services,Industry,1307,47,44RT,Retail trade,Commodity,47,2001
2064,21,Mining,Industry,269,47,44RT,Retail trade,Commodity,47,2001
2065,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,4569,47,44RT,Retail trade,Commodity,47,2001
2066,81,"Other services, except government",Industry,4038,47,44RT,Retail trade,Commodity,47,2001
2067,22,Utilities,Industry,1407,47,44RT,Retail trade,Commodity,47,2001
2068,23,Construction,Industry,56057,47,44RT,Retail trade,Commodity,47,2001
2069,42,Wholesale trade,Industry,378,47,44RT,Retail trade,Commodity,47,2001
2070,48TW,Transportation and warehousing,Industry,2898,47,44RT,Retail trade,Commodity,47,2001
2071,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,1930,47,44RT,Retail trade,Commodity,47,2001
2072,F020,Private fixed investment,Industry,33468,47,44RT,Retail trade,Commodity,47,2001
2073,31G,Manufacturing,Industry,9768,47,44RT,Retail trade,Commodity,47,2001
2074,F010,Personal consumption expenditures,Industry,762769,47,44RT,Retail trade,Commodity,47,2001
2075,44RT,Retail trade,Industry,2012,47,44RT,Retail trade,Commodity,47,2001
2076,TOTII,Total Intermediate,Industry,85879,47,44RT,Retail trade,Commodity,47,2001
2077,TOTCOMOUT,Total Commodity Output,Industry,882115,47,44RT,Retail trade,Commodity,47,2001
2078,TOTFU,Total Final Uses (GDP),Industry,796237,47,44RT,Retail trade,Commodity,47,2001
2079,51,Information,Industry,244,47,44RT,Retail trade,Commodity,47,2001
2080,G,Government,Industry,208,47,44RT,Retail trade,Commodity,47,2001
2081,11,"Agriculture, forestry, fishing, and hunting",Industry,158,47,44RT,Retail trade,Commodity,47,2001
2082,6,"Educational services, health care, and social assistance",Industry,637,47,44RT,Retail trade,Commodity,47,2001
2083,22,Utilities,Industry,22192,47,48TW,Transportation and warehousing,Commodity,47,2001
2084,7,"Arts, entertainment, recreation, accommodation, and food services",Industry,7339,47,48TW,Transportation and warehousing,Commodity,47,2001
2085,81,"Other services, except government",Industry,4870,47,48TW,Transportation and warehousing,Commodity,47,2001
2086,21,Mining,Industry,4175,47,48TW,Transportation and warehousing,Commodity,47,2001
2087,PROF,Professional and business services,Industry,30836,47,48TW,Transportation and warehousing,Commodity,47,2001
2088,FIRE,"Finance, insurance, real estate, rental, and leasing",Industry,15555,47,48TW,Transportation and warehousing,Commodity,47,2001
2089,48TW,Transportation and warehousing,Industry,57451,47,48TW,Transportation and warehousing,Commodity,47,2001
2090,42,Wholesale trade,Industry,29172,47,48TW,Transportation and warehousing,Commodity,47,2001
2091,31G,Manufacturing,Industry,87439,47,48TW,Transportation and warehousing,Commodity,47,2001
2092,F040,Exports of goods and services,Industry,55985,47,48TW,Transportation and warehousing,Commodity,47,2001
2093,F030,Change in private inventories,Industry,-50,47,48TW,Transportation and warehousing,Commodity,47,2001
2094,44RT,Retail trade,Industry,23692,47,48TW,Transportation and warehousing,Commodity,47,2001
2095,F050,Imports of goods and services,Industry,-11248,47,48TW,Transportation and warehousing,Commodity,47,2001
